0001,BO338005000,00,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0001,BO338005000,00,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0001,BO338005000,00,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0002,BO407017000,00,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0002,BO407017000,00,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0002,BO407017000,00,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0003,BO407017000,00,01,02,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0003,BO407017000,00,01,02,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0003,BO407017000,00,01,02,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0004,BO338011000,01,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0004,BO338011000,01,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0004,BO338011000,01,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0007,BO338010000,01,02,00,2.10 Número de viviendas en el predio,1. Número total de viviendas,0.00
0007,BO338010000,01,02,00,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,2.00
0007,BO338010000,01,02,00,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0009,BO407015000,01,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,2.00
0009,BO407015000,01,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,2.00
0009,BO407015000,01,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0011,BO407017000,00,03,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0011,BO407017000,00,03,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0011,BO407017000,00,03,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0012,BO407017000,00,04,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0012,BO407017000,00,04,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0012,BO407017000,00,04,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0016,BO407009000,00,00,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,6.00
0016,BO407009000,00,00,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,4.00
0016,BO407009000,00,00,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,2.00
0018,BO520003007,07,07,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,20.00
0018,BO520003007,07,07,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,20.00
0018,BO520003007,07,07,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0019,BO338006000,00,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0019,BO338006000,00,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0019,BO338006000,00,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0020,BO338008000,00,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,2.00
0020,BO338008000,00,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0020,BO338008000,00,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,1.00
0024,BO338001000,01,02,02,2.10 Número de viviendas en el predio,1. Número total de viviendas,2.00
0024,BO338001000,01,02,02,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,2.00
0024,BO338001000,01,02,02,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0025,BO408001005,05,00,00,2.10 Número de viviendas en el predio,1. Número total de viviendas,0.00
0025,BO408001005,05,00,00,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,0.00
0025,BO408001005,05,00,00,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0027,BO338002000,03,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0027,BO338002000,03,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0027,BO338002000,03,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0030,BO410001000,00,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0030,BO410001000,00,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0030,BO410001000,00,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0031,BO410002000,00,00,00,2.10 Número de viviendas en el predio,1. Número total de viviendas,0.00
0031,BO410002000,00,00,00,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,0.00
0031,BO410002000,00,00,00,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0033,BO338007000,00,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0033,BO338007000,00,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0033,BO338007000,00,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0035,BO641012000,00,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,3.00
0035,BO641012000,00,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,3.00
0035,BO641012000,00,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0036,BO642017000,00,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0036,BO642017000,00,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0036,BO642017000,00,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0039,BO641002000,00,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0039,BO641002000,00,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,0.00
0039,BO641002000,00,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0041,CO600991002,02,02,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,2.00
0041,CO600991002,02,02,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0041,CO600991002,02,02,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,1.00
0044,BO641007000,00,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0044,BO641007000,00,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0044,BO641007000,00,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0046,BO643023000,00,01,02,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0046,BO643023000,00,01,02,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0046,BO643023000,00,01,02,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0047,BO641005000,00,02,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,2.00
0047,BO641005000,00,02,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,2.00
0047,BO641005000,00,02,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0048,BO642018000,00,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0048,BO642018000,00,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0048,BO642018000,00,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0049,BO643023000,00,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0049,BO643023000,00,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0049,BO643023000,00,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0050,BO641019000,00,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0050,BO641019000,00,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0050,BO641019000,00,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0051,BO642004000,00,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0051,BO642004000,00,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,0.00
0051,BO642004000,00,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0052,BO643001000,00,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0052,BO643001000,00,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,0.00
0052,BO643001000,00,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0053,BO640001006,06,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0053,BO640001006,06,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0053,BO640001006,06,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0054,BO642002000,00,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0054,BO642002000,00,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0054,BO642002000,00,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0055,BO643013000,00,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0055,BO643013000,00,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0055,BO643013000,00,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0056,BO641018000,00,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0056,BO641018000,00,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0056,BO641018000,00,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0057,BO643016000,01,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,1.00
0057,BO643016000,01,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,1.00
0057,BO643016000,01,01,01,2.10 Número de viviendas en el predio,3. Número total de viviendas deshabitadas,0.00
0058,BO642006000,00,01,01,2.10 Número de viviendas en el predio,1. Número total de viviendas,2.00
0058,BO642006000,00,01,01,2.10 Número de viviendas en el predio,2. Número total de viviendas habitadas,2.00
